,reviews,ratings,days,options,buyer_categorys,유통기한,포장,맛 만족도
193,양념이 조금더 진했으면 좋겠어요  꼬들꼬들하니 맛이 있어요  무장아찌도 그렇고 간이 약한듯합니다,5,2024.01.22.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
194,야간 달긴해도 아삭아삭 식감에 따뜻한 고기한점에 싸먹으면 진짜 맛있습니다.,5,2024.01.22.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
195,오랫만에 다시 주문해서인지 더 깔끔하고 개운한 맛 그대로입니다ㆍ택배 기사분과 문의전화에 응해주신 분 모두 친절히 대응해주셔서 감사드립니다~,4,2024.01.21.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
196,"빠른배송 감사합니다 
파란궁채나물 무침은 먹어봤는데
장아치는 첨 먹어봤네요
오독오독  씹히는식감 간도 딱 맞고 
맛이 아주좋아요
맛나게 잘 먹을게요
감사합니다",5,2024.01.20.,구매자거주인원 3인유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,꽤 남았어요,꼼꼼해요,맛있어요
197,시감좋고 맛있네요 굿입니다,5,2024.01.20.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
198,맛도 좋고 간도 딱 좋고 한통 사서 먹어보고 설에 가족들 모이면 반찬으로 놓으려고 3통 더 구매 있습니다~^^,5,2024.01.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
199,아삭아삭 아주 맛나요~~,5,2024.01.20.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
200,배송이 너무 빨라서 놀랐어요 상품도 마음에 듭니다 많이파세요,5,2024.01.20.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
201,맛있어요!! 앞으로 여기서만 구매할께요!!,5,2024.01.19.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
202,장아찌를 몇번 먹고 늘 생각했던건데 이 양념이 그대로 버려지는것이 너무 아까워서  이번에 주문한것 다 먹고 남은 양념에  청양고추랑 마늘 슬라이스 해서 넣어 먹어봤는데 와........ 이건 양념자체가 미쳤어요 너무 맛있습니다,5,2024.01.19.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
203,재구매 너무너무 있습니다.,5,2024.01.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
204,정말 맛있어요~잘 먹겠습니다,5,2024.01.19.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
205,궁채 장아찌 오도똑 맛있어요,4,2024.01.18.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
206,"아삭아삭 맛있어요
삼겹살과 함께... 맛 좋아요
소고기하고도 맛 있어요",5,2024.01.18.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
207,"배송 꼼꼼하고 씰링도 뜯기쉽기 잘되어있어요!!
새콤달콤 아주 맛있습니다!!!",5,2024.01.18.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
208,맛있어서 다음에 또 구매할게요,5,2024.01.18.,유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요,,아주 넉넉해요,적당해요,맛있어요
209,잘 받았습니다. 맛있게 먹겠습니다. 많이 많이 판매하세요.,5,2024.01.17.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요
210,맛있습니다 짜지 않아요,5,2024.01.17.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
211,재구매인데 변함없이 맛있네요^^,5,2024.01.17.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
212,여러번 사먹는 중인데 진짜 고기 먹고 먹으면 그렇게 개운할 수가 없어요..3통 샀는데 금방 먹네요..,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
213,"궁채 장아찌 맛있어서 2통 샀어요
맛있게 잘 먹을께요",5,2024.01.16.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
214,너무 맛잇고 식감도 좋아서 매번 재주문하고있습니다,5,2024.01.16.,구매자거주인원 4인영유아 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인영유아 가정,아주 넉넉해요,꼼꼼해요,맛있어요
215,단양구경시장 유리네 수제 궁채장아찌 절임,4,2024.01.16.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
216,"짜지 않고 딱이예요
고기에 곁들이면 너무 좋아여",5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
217,우연히 먹었는데 엄마가 너무 좋아하셔서 또 주문해드렸어요 ㅎㅎㅎ,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
218,너무 맛있어서 재구매합니다,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
219,너무 맛있어서 재구매합니다,5,2024.01.16.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
220,빙초산이 아닌 식초로 만든 제품이라 좋아요,4,2024.01.15.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
221,고기 먹을 때 먹으려고 구매했어요,5,2024.01.14.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
222,"맛도좋고 깔끔한포장도 좋은데
양이 생각보다적어요
물량이많구요",3,2024.01.14.,구매자거주인원 3인취학자녀 가정유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,꽤 남았어요,꼼꼼해요,맛있어요
223,"문득 고기집에서 먹던 궁채장아찌가 먹고싶어서 검색을 통해 구입하게 됐어요
진짜 다른 중국산양념이랑은 다르네요
많이 달지 않고 새콤한 것이 밥반찬으로 딱이에요 주먹밥이랑 먹었더니 소화도 잘되는 것 같아요 ㅎㅎ",5,2024.01.13.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
224,짜지않아 좋고 아삭하고 맛있어요,5,2024.01.13.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
225,짜지않고 새콤달콤 맛나요,5,2024.01.13.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
226,맛있네요    고기에 딱이에요,5,2024.01.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
227,"아삭한 식감 좋구요,, 다만 간장만이 넘 많이 나요 그래도 맛있어요",4,2024.01.12.,맛 만족도평범해요유통기한꽤 남았어요포장꼼꼼해요,,평범해요,꽤 남았어요,꼼꼼해요
228,"넘 맛있어서 재주문해서 먹어요~
진짜진짜 짱입니다!",5,2024.01.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
229,배송 잘 받았습니다 ^^,4,2024.01.12.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
230,포장 꼼꼼하고 맛있어요,5,2024.01.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
231,새콤달콤 맛있어요 다먹고 또 주문할게요 ^^,5,2024.01.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
232,맛있어서 또 주문합니다~~~~,5,2024.01.11.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
233,부모님이 드시고 싶다고 하셔서 주문했습니다. 맛있게 잘 먹었다고 연락왔습니다,5,2024.01.11.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
234,빠른배송 감사합니다.,5,2024.01.11.,구매자거주인원 1인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 1인,아주 넉넉해요,꼼꼼해요,맛있어요
235,"후기가좋아서 시켰는데 역시 맛나네요 
굿굿",5,2024.01.11.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
236,식감이 좋고 맛있어요~ 궁채 장아찌 처음먹어보는데 만족스럽습니다! 다음에 또 시킬게요,5,2024.01.10.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
237,아삭아삭하니 맛있습니다. 포장상태좋고 배송도 빨라요.,5,2024.01.10.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
238,아삭하고 진짜 맛있어요.,5,2024.01.09.,구매자거주인원 4인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요
239,앗있고 아이도 잘먹어서 좋아요,5,2024.01.08.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
240,너무 맛있어서 하루만에 다먹고 이만큼 남았어요!!!!3일만에 재구매합니다!!! 진짜 궁채...최고입니다...,5,2024.01.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
241,너무 맛있어요 추천합니다,5,2024.01.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
242,"아삭하니 맛있어요.
감사합니다.",5,2024.01.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
243,늘 주문하는 메뉴입니다.아삭하고 어디에나 어울리는 반찬입니다,5,2024.01.08.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
244,"아삭아삭 맛있게 먹었어요~
궁채는 딸이 좋아하네요??",5,2024.01.08.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
245,"너무 맛있게 먹고있습니다
다먹으면 또 구매해서 먹을생각이에요",5,2024.01.08.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
246,궁금해서 먹어봤는데 그냥그래요,5,2024.01.07.,구매자거주인원 5인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 5인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
247,아이 반찬으로 구매했는데 아이도 잘 먹네요,5,2024.01.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
248,"사장님!! 제가 도대체 몇 병째 주문이죠?
저희 가족은 단양이란 곳을 가본적이 없는데
아이들이 궁채장아찌를 워낙 좋아해서
'단양구경시장 유리네'는 잘 알아요~ㅋ
겨울방학이라서 아이들이 집에서 밥 먹는
횟수가 늘어나서 밑반찬으로 미리 넉넉히 
주문했더니 아이들이 넘 좋아하네요~
맛있게 잘 먹을께요^^",5,2024.01.06.,구매자거주인원 4인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
249,너무  맛있어요  질리지않는  맛  최고입니다 이제  궁채먹을려고  고기먹어요,5,2024.01.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
250,빠른배송  감사합니다  진짜너무맛있어요,5,2024.01.06.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
251,"항상 잘 먹고 있어요
초석잠이 더 맛있어요",5,2024.01.06.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
252,좋아요 좋아요 좋아요 좋아요 좋아요,5,2024.01.05.,구매자거주인원 3인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인,아주 넉넉해요,꼼꼼해요,맛있어요
253,약간 제 입맛은 좀 짜요..그럼 밥을 좀더 먹으면 괜찮아요..다음에는 다른것도 시켜봐야 겠어요,4,2024.01.04.,구매자거주인원 1인싱글유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,구매자거주인원 1인싱글,꽤 남았어요,적당해요,맛있어요
254,궁채 식감도 좋고 간이 짜지않아서 밥반찬으로 잘 먹고있어요!,5,2024.01.04.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
255,배송 잘 받았습니다!!,5,2024.01.04.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
256,"세번째 재구매 입니다. 항상 맛있게 먹고 있습니다. 
감사합니다.",5,2024.01.04.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
257,아이들이 좋아해서 자주시킵니다,5,2024.01.04.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
258,"리뷰가 너무 좋아서 샀는데 제 입엔 너무 달고 셔요;
맛이 강해서 잘게 잘라서 먹어야 할거 같아요",3,2024.01.04.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
259,"맛있어요 만들려고 하면 고생인데
편하게 사먹울수 있어서 좋아요",5,2024.01.03.,구매자거주인원 2인싱글유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인싱글,아주 넉넉해요,꼼꼼해요,맛있어요
260,아삭하고 새콤달콤 맛있어요,5,2024.01.03.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
261,몇년째 주문중입니다 맛있어요 고기먹을때 필수,5,2024.01.03.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
262,간이아주잘되었습니다,5,2024.01.03.,구매자거주인원 5인대가족유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 5인대가족,아주 넉넉해요,꼼꼼해요,맛있어요
263,"맛있어서 벌써 다 먹고 추가주문 했습니다.
무른거 없이 아삭하고 너무 맛있어서 자주 구매하려고 합니다.
그냥 먹어도 맛있고 양념에 무쳐먹어도 좋네요",5,2024.01.02.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
264,너무달고마음에안드네요 아쉽네요,5,2024.01.01.,구매자거주인원 4인유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 4인,아주 넉넉해요,꼼꼼해요,맛있어요
265,"엄마가 궁태주문을 원하셔서 리뷰를 꼼꼼하게 보구 주문하긴 했는데 호불호가 있는 듯 해서 주문하면서도 걱정했는데 맛있네요 질기지도 않고 아삭아삭해요 끝까지 한번 먹어보고 재주문하겠습니다!!!!

2023.12.28 제조
2024.03.28 까지",5,2024.01.01.,구매자거주인원 5인대가족유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 5인대가족,꽤 남았어요,꼼꼼해요,맛있어요
266,아빠가 좋아하셔서 주문했어요 두번째 드시는데 좋아하시네어 ㅎ헤,4,2024.01.01.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
267,매번시켜먹어요 너무맛나요. 아삭아삭해요,5,2023.12.30.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
268,"무슨일이죠?.......
이거 너무 맛있어요ㅠㅜ 
자주 시켜 먹을듯!! 번창하세요~!!!!",5,2023.12.30.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
269,보관하기 편하게 왔습니다,4,2023.12.30.,구매자거주인원 2인대가족맛 만족도평범해요유통기한아주 넉넉해요포장꼼꼼해요,구매자거주인원 2인대가족,평범해요,아주 넉넉해요,꼼꼼해요
270,한식당 코스 먹으면 나오는 ㅎㅎ늘 아삭하고 맛있습니다. 단짠의 조화가 훌륭. 한식 뿐 아니라 느끼한 양식에도 잘 어울려요,5,2023.12.29.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
271,매번 생각나면 주문 하는 것 같아요 맛있어요,5,2023.12.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
272,"배송 잘 받았습니다.
아직 먹진 않았지만 빠른 배송 감사해요!",5,2023.12.27.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
273,또 생각나서 주문합니다. 너무 짜지 않아서 좋아요,5,2023.12.27.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
274,맛있어요 어디에나 어울리는 반찬이라 계속 시켜요,4,2023.12.26.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
275,"궁채장아찌 먹어보고 맛있어서 추가주문 했습니다.
아삭하고 맛있어서 라면, 고기, 튀김 어디에나 다 어울려서 금방 다 먹어버리게 되네요
모듬장아찌도 함께 구매했는데 양파도 아삭하고 고추도 매콤하니 좋습니다. 추가구매 의사 있습니다.",5,2023.12.26.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
276,집사람이 좋아해서 구매했어요,5,2023.12.26.,구매자거주인원 3인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 3인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
277,"맛있어요
즐겨먹는거라 이번엔 인터넷으로 첫주문하는데 청결하게 제작한티가 나는거같아요
재구매의사있어요",5,2023.12.25.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
278,부모님이 드시고 싶어하셔서 사드렸습니다. 맛있게 드시고 계신다고 하네요,5,2023.12.25.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
279,궁채 좋아해서 시켰는데 요즘 밥반찬으로 잘먹고있어요^^,4,2023.12.23.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
280,"처음먹어보는 궁채장아찌인데 
식감좋고 맛있어요~~~",5,2023.12.23.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
281,오랜만에 재구매 했는데 여전히 여기가 제일 맛있어요!,5,2023.12.23.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
282,"배송도 빠르고, 음식이 신선했습니다.",5,2023.12.22.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
283,잘받았습니다~~~~,4,2023.12.22.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
284,빠른 배송 감사합니다. 고기 구워 먹을 때 빠지면 섭섭한 장아찌 입니다.,5,2023.12.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
285,"적당합니다. 맛나요. 
장아찌류 말고 다른 양념으로 다양하게 하면 좋을거 같아요.",4,2023.12.21.,맛 만족도평범해요유통기한꽤 남았어요포장적당해요,,평범해요,꽤 남았어요,적당해요
286,"맛있어요, 포장도 잘 돼어있고,",5,2023.12.21.,유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,,아주 넉넉해요,꼼꼼해요,맛있어요
287,씹는 느낌도 좋고 맛있습니다.,5,2023.12.19.,유통기한꽤 남았어요포장적당해요맛 만족도맛있어요,,꽤 남았어요,적당해요,맛있어요
288,부모님 드시라고 보내드렸는데 식감이 너무 좋고 맛있다고 좋아하셨어요~^^후기가 좋아서 믿고 주문했는데 만족스럽네요 ㅎㅎ!!,5,2023.12.19.,유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요,,꽤 남았어요,꼼꼼해요,맛있어요
289,"아삭한 식감, 깔끔한 용기.
고기, 피자, 스파게티 먹을때
새콤,달콤 느끼함을 잡아주네요",5,2023.12.18.,구매자거주인원 2인취학자녀 가정유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인취학자녀 가정,아주 넉넉해요,꼼꼼해요,맛있어요
290,"궁채 좋아해서 식당가면 추가로 주문해서 자주 시켜먹는편인데  집에서 입맛 없거나 개운한게 먹고 싶을때 먹으려고 찿아보다가 주문하게 되었어요.꼬들꼬들 식감에 간도 적당히 짜지도 않고 새콤달콤 맛있어요.2통 시켰는데 금방 먹을꺼 같네요.
잘 먹겠습니다.~^^",5,2023.12.18.,구매자거주인원 2인신혼/부부유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요,구매자거주인원 2인신혼/부부,아주 넉넉해요,꼼꼼해요,맛있어요
